,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
58,1.0,0.7335243553008596,0.4672897196261682,0.3078393881453155,0.42657342657342656,1.0,0.5190839694656488,1.0,1.0,0.0,0.0,1.0,0.08823529411764706,0.7196652719665272
496,1.0,0.29512893982808025,0.11682242990654206,1.0,1.0,0.1318407960199005,0.04580152671755725,1.0,1.0,0.0,1.0,1.0,0.6588235294117647,0.09623430962343096
453,1.0,0.7220630372492837,0.03271028037383177,1.0,0.3916083916083916,0.3283582089552239,0.6641221374045801,1.0,1.0,0.0,1.0,1.0,0.7647058823529411,0.0
429,1.0,0.5959885386819485,0.397196261682243,1.0,0.42657342657342656,1.0,0.21374045801526717,1.0,1.0,0.0,0.0,1.0,0.4,0.0
104,1.0,0.09455587392550144,0.0,0.3078393881453155,0.34965034965034963,0.12686567164179105,0.0,0.0,0.0,0.18181818181818182,1.0,1.0,0.07058823529411765,0.0041841004184100415
582,0.0,0.37822349570200575,0.3411214953271028,0.3078393881453155,0.24475524475524477,0.3283582089552239,0.44274809160305345,1.0,0.0,0.045454545454545456,1.0,1.0,0.11176470588235295,0.0
438,1.0,0.42406876790830944,0.07476635514018691,1.0,1.0,1.0,0.32061068702290074,1.0,0.0,0.5,1.0,1.0,0.052941176470588235,0.4895397489539749
430,0.0,0.7936962750716332,0.11682242990654206,1.0,0.5244755244755245,0.3283582089552239,0.4732824427480916,1.0,0.0,0.045454545454545456,1.0,1.0,0.6411764705882353,0.602510460251046
367,1.0,0.8595988538681948,0.9112149532710281,1.0,1.0,1.0,0.8320610687022901,1.0,0.0,0.4090909090909091,1.0,1.0,0.0,0.0
489,1.0,0.6762177650429799,0.07476635514018691,1.0,0.24475524475524477,1.0,0.04580152671755725,1.0,1.0,0.0,1.0,0.07941653160453808,0.5764705882352941,0.0
280,1.0,0.5415472779369628,0.32242990654205606,1.0,0.3916083916083916,0.1318407960199005,0.4351145038167939,0.0,1.0,0.0,0.0,1.0,0.48823529411764705,0.3179916317991632
25,1.0,0.501432664756447,0.2102803738317757,1.0,0.26573426573426573,0.3283582089552239,0.7022900763358778,1.0,0.0,0.13636363636363635,0.0,1.0,0.0,0.0
34,1.0,0.7392550143266475,0.1822429906542056,1.0,0.24475524475524477,1.0,0.9312977099236641,0.0,0.0,0.045454545454545456,0.0,1.0,0.6705882352941176,0.2217573221757322
545,1.0,0.034383954154727794,0.014018691588785047,0.3078393881453155,1.0,1.0,0.007633587786259542,0.0,1.0,0.0,1.0,1.0,0.25882352941176473,0.5481171548117155
310,1.0,0.1489971346704871,0.7102803738317757,0.3078393881453155,0.15384615384615385,0.3283582089552239,0.22900763358778625,0.0,1.0,0.0,1.0,1.0,0.5352941176470588,0.0
592,1.0,0.5873925501432665,0.308411214953271,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6234309623430963
174,0.0,0.23209169054441262,0.6448598130841121,1.0,0.5244755244755245,1.0,0.8320610687022901,1.0,0.0,0.22727272727272727,0.0,1.0,0.21764705882352942,0.0
86,0.0,0.2607449856733524,0.8785046728971962,1.0,0.5244755244755245,0.3283582089552239,0.2748091603053435,0.0,1.0,0.0,1.0,1.0,0.5705882352941176,0.0041841004184100415
79,0.0,0.4871060171919771,0.205607476635514,1.0,0.42657342657342656,1.0,0.20610687022900764,1.0,0.0,0.7272727272727273,1.0,1.0,0.21764705882352942,0.7656903765690377
650,1.0,0.3037249283667622,0.14953271028037382,1.0,0.5244755244755245,1.0,0.32061068702290074,1.0,1.0,0.0,0.0,1.0,0.5705882352941176,0.0
67,1.0,0.16332378223495703,0.7850467289719626,1.0,0.3916083916083916,1.0,0.09923664122137404,1.0,1.0,0.0,0.0,1.0,0.18235294117647058,0.17573221757322174
311,0.0,0.830945558739255,0.2102803738317757,1.0,0.04895104895104895,0.004975124378109453,0.0,1.0,1.0,0.0,0.0,1.0,0.18235294117647058,0.10460251046025104
681,1.0,0.5730659025787965,0.9299065420560748,0.3078393881453155,1.0,1.0,0.5725190839694656,1.0,1.0,0.0,1.0,1.0,0.13529411764705881,0.0
115,1.0,0.5386819484240688,0.009345794392523364,0.3078393881453155,0.24475524475524477,0.1318407960199005,0.007633587786259542,1.0,0.0,0.045454545454545456,0.0,1.0,0.5705882352941176,0.7489539748953975
243,1.0,1.0,0.5046728971962616,1.0,1.0,1.0,0.10687022900763359,1.0,1.0,0.0,1.0,1.0,0.0,0.4100418410041841
272,1.0,0.02865329512893983,0.018691588785046728,1.0,1.0,1.0,0.030534351145038167,0.0,1.0,0.0,1.0,1.0,0.24705882352941178,0.0
128,0.0,0.7793696275071633,0.40186915887850466,1.0,0.04895104895104895,0.004975124378109453,0.0,1.0,1.0,0.0,1.0,1.0,0.18235294117647058,0.6150627615062761
108,0.0,0.8424068767908309,0.8738317757009346,1.0,0.3356643356643357,0.3283582089552239,0.8320610687022901,1.0,1.0,0.0,0.0,1.0,0.0,0.0
383,1.0,0.022922636103151862,0.0,0.3078393881453155,0.35664335664335667,1.0,0.04580152671755725,0.0,1.0,0.0,1.0,1.0,0.1,0.0
484,1.0,0.7392550143266475,0.4485981308411215,1.0,0.5244755244755245,1.0,0.6183206106870229,1.0,1.0,0.0,1.0,0.07941653160453808,0.0,0.0
70,1.0,0.828080229226361,0.9953271028037384,0.3078393881453155,0.34965034965034963,0.12686567164179105,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
290,1.0,0.49283667621776506,0.5887850467289719,1.0,0.15384615384615385,0.1318407960199005,0.2900763358778626,1.0,1.0,0.0,0.0,0.07941653160453808,0.7941176470588235,0.0
458,1.0,0.5472779369627507,0.19158878504672897,1.0,0.3916083916083916,0.1318407960199005,0.022900763358778626,0.0,1.0,0.0,0.0,1.0,0.8235294117647058,0.8744769874476988
212,1.0,0.5358166189111748,0.5046728971962616,0.3078393881453155,1.0,1.0,0.2748091603053435,0.0,1.0,0.0,0.0,1.0,0.1,0.0
270,0.0,0.09742120343839542,0.5,1.0,0.3916083916083916,0.3283582089552239,0.05343511450381679,0.0,1.0,0.0,1.0,1.0,0.13529411764705881,0.47280334728033474
415,0.0,0.4269340974212034,0.5046728971962616,1.0,0.3356643356643357,1.0,0.7022900763358778,0.0,1.0,0.0,0.0,0.07941653160453808,0.18235294117647058,0.0
298,1.0,0.6590257879656161,0.2336448598130841,1.0,0.24475524475524477,1.0,0.022900763358778626,1.0,0.0,0.22727272727272727,0.0,1.0,0.8705882352941177,0.0
9,0.0,0.8997134670487106,0.5794392523364486,1.0,0.3356643356643357,0.3283582089552239,0.7557251908396947,1.0,0.0,0.13636363636363635,0.0,1.0,0.18235294117647058,0.14644351464435146
406,1.0,0.5472779369627507,0.4252336448598131,1.0,0.3916083916083916,0.1318407960199005,0.5343511450381679,1.0,0.0,0.09090909090909091,1.0,1.0,0.5588235294117647,0.5230125523012552
462,1.0,0.1318051575931232,0.16355140186915887,1.0,0.5244755244755245,1.0,0.2748091603053435,0.0,1.0,0.0,1.0,1.0,0.19411764705882353,0.029288702928870293
125,1.0,0.18051575931232092,0.12149532710280374,1.0,0.42657342657342656,1.0,0.05343511450381679,0.0,0.0,0.045454545454545456,1.0,1.0,0.7941176470588235,0.37656903765690375
666,1.0,0.32664756446991405,0.4392523364485981,0.3078393881453155,1.0,0.1318407960199005,0.4351145038167939,0.0,1.0,0.0,1.0,1.0,0.4,0.6652719665271967
146,1.0,0.997134670487106,0.9766355140186916,1.0,0.15384615384615385,0.004975124378109453,0.9083969465648855,1.0,0.0,0.045454545454545456,0.0,1.0,0.0,0.2175732217573222
277,1.0,0.022922636103151862,0.1308411214953271,1.0,0.24475524475524477,1.0,0.015267175572519083,1.0,1.0,0.0,1.0,0.07941653160453808,0.4,0.0
126,0.0,0.9340974212034384,0.7009345794392523,1.0,0.5244755244755245,1.0,0.5725190839694656,1.0,0.0,0.6363636363636364,1.0,1.0,0.0,0.7322175732217573
121,1.0,0.13753581661891118,0.1308411214953271,0.3078393881453155,1.0,1.0,0.3511450381679389,0.0,1.0,0.0,0.0,0.07941653160453808,0.5,0.0
412,0.0,0.9111747851002865,0.9205607476635514,1.0,0.04895104895104895,0.12686567164179105,0.0,1.0,0.0,0.6818181818181818,1.0,1.0,0.0,0.3598326359832636
271,1.0,0.22349570200573066,0.14953271028037382,1.0,1.0,1.0,0.16793893129770993,1.0,1.0,0.0,1.0,0.07941653160453808,0.5941176470588235,0.0
603,0.0,0.332378223495702,0.8691588785046729,1.0,0.5244755244755245,0.3283582089552239,0.6412213740458015,1.0,0.0,0.09090909090909091,1.0,1.0,0.0,0.8870292887029289
656,1.0,0.5157593123209169,0.35514018691588783,0.3078393881453155,0.24475524475524477,1.0,0.5190839694656488,1.0,0.0,0.13636363636363635,0.0,1.0,0.7235294117647059,0.0
117,1.0,0.5157593123209169,0.14953271028037382,1.0,0.24475524475524477,1.0,0.1450381679389313,1.0,0.0,0.3181818181818182,0.0,1.0,0.6470588235294118,0.8619246861924686
16,1.0,0.4040114613180516,0.4392523364485981,1.0,0.42657342657342656,1.0,0.7862595419847328,1.0,0.0,0.09090909090909091,0.0,1.0,0.6352941176470588,0.0
492,1.0,0.8624641833810889,0.2570093457943925,0.3078393881453155,0.34965034965034963,0.12686567164179105,0.2748091603053435,0.0,1.0,0.0,1.0,1.0,0.21764705882352942,0.0041841004184100415
295,1.0,0.8624641833810889,0.3364485981308411,0.3078393881453155,0.34965034965034963,0.12686567164179105,0.2748091603053435,0.0,1.0,0.0,1.0,1.0,0.36470588235294116,0.016736401673640166
147,0.0,0.011461318051575931,0.3317757009345794,1.0,0.5244755244755245,1.0,0.015267175572519083,0.0,1.0,0.0,1.0,1.0,0.21764705882352942,0.0
575,0.0,0.054441260744985676,0.7616822429906542,1.0,0.24475524475524477,0.3283582089552239,0.19083969465648856,1.0,0.0,0.5,1.0,1.0,0.0,0.8326359832635983
360,1.0,0.9770773638968482,0.5046728971962616,1.0,0.15384615384615385,0.004975124378109453,0.916030534351145,1.0,0.0,0.045454545454545456,0.0,1.0,0.0,0.0
386,0.0,0.30945558739255014,0.2523364485981308,1.0,0.04895104895104895,0.004975124378109453,0.0,0.0,1.0,0.0,0.0,1.0,0.5647058823529412,0.0041841004184100415
437,1.0,0.498567335243553,0.5046728971962616,1.0,0.5244755244755245,0.3283582089552239,0.7022900763358778,1.0,0.0,0.5454545454545454,0.0,1.0,0.7705882352941177,0.6234309623430963
450,1.0,0.40114613180515757,0.08411214953271028,1.0,0.42657342657342656,1.0,0.05343511450381679,0.0,0.0,0.045454545454545456,1.0,1.0,0.6470588235294118,0.8242677824267782
6,1.0,0.04297994269340974,0.5514018691588785,1.0,0.3916083916083916,1.0,0.022900763358778626,0.0,1.0,0.0,1.0,1.0,0.1,0.20502092050209206
119,1.0,0.828080229226361,0.6308411214953271,1.0,1.0,0.3283582089552239,0.9007633587786259,1.0,0.0,0.4090909090909091,1.0,1.0,0.37058823529411766,0.7364016736401674
398,1.0,0.22349570200573066,0.8457943925233645,1.0,1.0,1.0,0.022900763358778626,0.0,0.0,0.09090909090909091,1.0,1.0,0.0,0.9037656903765691
600,0.0,0.14040114613180515,0.6728971962616822,1.0,0.3916083916083916,1.0,0.007633587786259542,0.0,1.0,0.0,1.0,1.0,0.4,0.6234309623430963
647,1.0,0.30945558739255014,0.1308411214953271,1.0,0.26573426573426573,1.0,0.21374045801526717,0.0,1.0,0.0,1.0,1.0,0.18235294117647058,0.0
611,1.0,0.5988538681948424,0.11682242990654206,0.3078393881453155,0.1888111888111888,1.0,0.11450381679389313,0.0,1.0,0.0,1.0,1.0,0.5,0.012552301255230125
562,1.0,0.2148997134670487,0.09345794392523364,0.3078393881453155,0.35664335664335667,1.0,0.022900763358778626,1.0,1.0,0.0,1.0,1.0,0.36470588235294116,0.0041841004184100415
536,1.0,0.5300859598853869,0.32242990654205606,1.0,0.3916083916083916,0.1318407960199005,0.0,0.0,1.0,0.0,1.0,1.0,0.36470588235294116,0.0
490,1.0,0.3495702005730659,0.2570093457943925,0.3078393881453155,0.35664335664335667,1.0,0.3511450381679389,1.0,0.0,0.13636363636363635,0.0,1.0,0.7,0.497907949790795
553,1.0,0.839541547277937,0.9485981308411215,1.0,0.34965034965034963,0.12686567164179105,0.0,1.0,0.0,0.045454545454545456,1.0,1.0,0.16470588235294117,0.0
445,1.0,0.11174785100286533,0.056074766355140186,1.0,0.5244755244755245,1.0,0.3511450381679389,1.0,0.0,0.09090909090909091,0.0,1.0,0.13529411764705881,0.0
413,1.0,0.4899713467048711,0.02336448598130841,0.3078393881453155,1.0,0.3283582089552239,0.5343511450381679,1.0,0.0,0.045454545454545456,0.0,1.0,0.8117647058823529,0.9372384937238494
200,0.0,0.12893982808022922,0.7009345794392523,1.0,1.0,0.3283582089552239,0.19083969465648856,1.0,0.0,0.18181818181818182,1.0,1.0,0.08235294117647059,0.7238493723849372
638,1.0,0.32664756446991405,0.2523364485981308,1.0,0.1888111888111888,1.0,0.1450381679389313,0.0,1.0,0.0,0.0,1.0,0.13529411764705881,0.0
526,1.0,0.498567335243553,0.6448598130841121,0.3078393881453155,0.42657342657342656,0.3283582089552239,0.6793893129770993,1.0,1.0,0.0,0.0,1.0,0.29411764705882354,0.0
132,1.0,0.25787965616045844,0.8691588785046729,0.3078393881453155,0.34965034965034963,0.12686567164179105,0.0,0.0,1.0,0.0,1.0,1.0,0.3764705882352941,0.0
361,0.0,0.08882521489971347,0.6682242990654206,1.0,0.42657342657342656,1.0,0.29770992366412213,1.0,0.0,0.2727272727272727,0.0,1.0,0.058823529411764705,0.5188284518828452
99,0.0,0.1318051575931232,0.1308411214953271,1.0,0.5244755244755245,1.0,0.2900763358778626,1.0,0.0,0.045454545454545456,1.0,1.0,0.0,0.0
123,0.0,0.9226361031518625,0.9532710280373832,1.0,1.0,1.0,0.7022900763358778,1.0,0.0,0.3181818181818182,1.0,1.0,0.0,0.8326359832635983
199,1.0,0.5071633237822349,0.3037383177570093,1.0,0.35664335664335667,1.0,0.32061068702290074,0.0,0.0,0.09090909090909091,0.0,1.0,0.9647058823529412,0.0
145,0.0,0.9799426934097422,0.9112149532710281,1.0,0.15384615384615385,0.004975124378109453,0.0,1.0,0.0,0.6363636363636364,1.0,1.0,0.0,0.8493723849372385
366,1.0,0.45272206303724927,0.2102803738317757,0.3078393881453155,0.42657342657342656,1.0,0.007633587786259542,0.0,1.0,0.0,1.0,0.07941653160453808,0.3058823529411765,0.0
245,0.0,0.03151862464183381,0.07476635514018691,1.0,0.3916083916083916,1.0,0.030534351145038167,0.0,0.0,0.2727272727272727,0.0,1.0,0.5,0.12133891213389121
337,1.0,0.673352435530086,0.4719626168224299,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,0.0,0.09090909090909091,1.0,1.0,0.0058823529411764705,0.0041841004184100415
249,1.0,0.7106017191977078,0.21495327102803738,1.0,0.3916083916083916,0.1318407960199005,0.549618320610687,0.0,1.0,0.0,1.0,1.0,0.4411764705882353,0.0
320,1.0,0.14613180515759314,0.46261682242990654,0.3078393881453155,0.42657342657342656,1.0,0.3893129770992366,1.0,0.0,0.045454545454545456,0.0,1.0,0.13529411764705881,0.3891213389121339
675,1.0,0.30945558739255014,0.8364485981308412,0.3078393881453155,0.3356643356643357,0.3283582089552239,0.22900763358778625,0.0,1.0,0.0,0.0,1.0,0.0,0.07112970711297072
665,1.0,0.46418338108882523,0.40186915887850466,0.3078393881453155,0.3916083916083916,1.0,0.015267175572519083,0.0,1.0,0.0,0.0,1.0,0.7823529411764706,0.0
586,1.0,0.7507163323782235,0.9906542056074766,1.0,0.5244755244755245,0.3283582089552239,0.03816793893129771,1.0,0.0,0.045454545454545456,1.0,1.0,0.9705882352941176,0.19246861924686193
420,1.0,0.24068767908309455,0.2102803738317757,1.0,0.1888111888111888,0.3283582089552239,0.33587786259541985,1.0,0.0,0.2727272727272727,1.0,1.0,0.4,0.40585774058577406
349,1.0,0.4498567335243553,0.2616822429906542,1.0,1.0,1.0,0.015267175572519083,0.0,1.0,0.0,1.0,1.0,0.5941176470588235,0.0
645,1.0,0.4297994269340974,0.07476635514018691,1.0,0.1888111888111888,0.3283582089552239,0.015267175572519083,0.0,1.0,0.0,0.0,0.07941653160453808,0.5117647058823529,0.0
507,1.0,0.04871060171919771,0.7009345794392523,1.0,0.42657342657342656,0.3283582089552239,0.030534351145038167,0.0,0.0,0.045454545454545456,1.0,1.0,0.21764705882352942,0.0041841004184100415
516,0.0,0.1318051575931232,0.5887850467289719,1.0,0.3356643356643357,1.0,0.2748091603053435,1.0,0.0,0.045454545454545456,1.0,1.0,0.3058823529411765,0.34309623430962344
301,1.0,0.1174785100286533,0.7663551401869159,1.0,1.0,1.0,0.3511450381679389,0.0,1.0,0.0,0.0,1.0,0.2529411764705882,0.0
470,1.0,0.12320916905444126,0.6542056074766355,1.0,1.0,1.0,0.3053435114503817,1.0,0.0,0.13636363636363635,0.0,1.0,0.058823529411764705,0.1087866108786611
107,1.0,0.18911174785100288,0.6448598130841121,1.0,0.35664335664335667,1.0,0.015267175572519083,0.0,1.0,0.0,1.0,1.0,0.0,0.0
499,1.0,0.1318051575931232,0.5700934579439252,1.0,1.0,1.0,0.29770992366412213,1.0,0.0,0.13636363636363635,1.0,1.0,0.4,0.7071129707112971
620,1.0,0.332378223495702,0.2803738317757009,1.0,0.3916083916083916,0.1318407960199005,0.09923664122137404,0.0,1.0,0.0,0.0,1.0,0.9470588235294117,0.8577405857740585
483,0.0,0.27793696275071633,0.8691588785046729,0.3078393881453155,0.34965034965034963,0.12686567164179105,0.3511450381679389,0.0,0.0,0.045454545454545456,0.0,1.0,0.4,0.0041841004184100415
332,1.0,0.22349570200573066,0.40186915887850466,1.0,1.0,0.1318407960199005,0.04580152671755725,1.0,1.0,0.0,0.0,1.0,0.3058823529411765,0.0
505,1.0,0.10028653295128939,0.6682242990654206,1.0,0.5244755244755245,1.0,0.19083969465648856,1.0,1.0,0.0,0.0,1.0,0.1,0.45188284518828453
677,1.0,0.2148997134670487,0.11682242990654206,1.0,0.24475524475524477,1.0,0.09923664122137404,1.0,1.0,0.0,0.0,0.07941653160453808,0.6235294117647059,0.0
673,1.0,0.2521489971346705,0.8317757009345794,1.0,0.5244755244755245,0.3283582089552239,0.2900763358778626,1.0,1.0,0.0,0.0,1.0,0.21764705882352942,0.0
331,1.0,0.12320916905444126,0.5093457943925234,1.0,0.42657342657342656,1.0,0.31297709923664124,1.0,1.0,0.0,1.0,0.07941653160453808,0.21764705882352942,0.0
10,1.0,0.5214899713467048,0.2383177570093458,1.0,0.24475524475524477,0.3283582089552239,0.6106870229007634,1.0,0.0,0.18181818181818182,0.0,1.0,0.5176470588235295,0.5983263598326359
574,1.0,0.4699140401146132,0.1261682242990654,1.0,0.24475524475524477,1.0,0.24427480916030533,1.0,0.0,0.36363636363636365,0.0,1.0,0.6,0.8451882845188284
502,1.0,0.8022922636103151,0.3037383177570093,1.0,0.24475524475524477,0.1318407960199005,0.4351145038167939,1.0,0.0,0.5454545454545454,0.0,1.0,0.7764705882352941,0.8117154811715481
288,1.0,0.45558739255014324,0.16822429906542055,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,0.0,0.045454545454545456,1.0,1.0,0.17058823529411765,0.0794979079497908
158,1.0,0.2034383954154728,0.21962616822429906,0.3078393881453155,0.42657342657342656,1.0,0.5038167938931297,1.0,0.0,0.2727272727272727,1.0,1.0,0.13529411764705881,0.0
293,1.0,0.17765042979942694,0.0794392523364486,0.3078393881453155,0.24475524475524477,1.0,0.007633587786259542,1.0,0.0,0.045454545454545456,0.0,1.0,0.9764705882352941,0.16317991631799164
636,1.0,0.25787965616045844,0.1822429906542056,1.0,1.0,1.0,0.04580152671755725,0.0,1.0,0.0,1.0,1.0,0.2,0.0
345,0.0,0.22922636103151864,0.12149532710280374,0.3078393881453155,0.5244755244755245,1.0,0.2748091603053435,1.0,0.0,0.09090909090909091,0.0,1.0,0.13529411764705881,0.45188284518828453
323,1.0,0.06303724928366762,0.5046728971962616,1.0,0.3356643356643357,1.0,0.09923664122137404,1.0,1.0,0.0,1.0,1.0,0.13529411764705881,0.0
364,1.0,0.44412607449856734,0.21962616822429906,1.0,0.1888111888111888,1.0,0.11450381679389313,0.0,1.0,0.0,0.0,0.07941653160453808,0.0,0.0
111,1.0,0.7965616045845272,0.5514018691588785,1.0,1.0,1.0,0.19083969465648856,0.0,1.0,0.0,0.0,1.0,0.0,0.3389121338912134
238,1.0,0.5787965616045845,0.11682242990654206,1.0,0.3356643356643357,1.0,0.2748091603053435,0.0,1.0,0.0,0.0,1.0,0.4823529411764706,0.0
548,0.0,0.5616045845272206,0.1822429906542056,0.3078393881453155,0.3916083916083916,0.3283582089552239,0.09923664122137404,0.0,1.0,0.0,0.0,1.0,0.3058823529411765,0.0
118,1.0,0.20630372492836677,0.7616822429906542,1.0,0.5244755244755245,1.0,0.4351145038167939,1.0,0.0,0.3181818181818182,0.0,1.0,0.18235294117647058,0.5815899581589958
